links,url,text
Former Florida congressman fined $456K for campaign scheme,https://www.politico.com/news/2021/02/23/former-florida-lawmaker-fined-450k-by-fec-471244,"The FEC sought a $456,000 civil penalty, which the court granted."
Romney: Trump will win 2024 GOP nomination if he runs,https://www.politico.com/news/2021/02/24/mitt-romney-trump-2024-gop-nomination-471316,Trump has also confirmed that he will attend the Republican National Committee’s spring donor retreat in April.
"Lawrence Ferlinghetti, poet and activist, dies at 101",https://www.politico.com/news/2021/02/23/lawrence-ferlinghetti-poet-activist-dies-471233,"Ferlinghetti later told The New York Times: “City Lights became about the only place around where you could go in, sit down, and read books without being pestered to buy something.”"
What we know — and still don't — as Congress starts its Jan. 6 investigation,https://www.politico.com/news/2021/02/24/january-6-capitol-riot-investigation-471196,Five hours of Senate testimony on Tuesday from top security officials only added to the mounting questions about an attack by supporters of former President Donald Trump that threatened an entire branch of government.
McConnell to support Garland for attorney general,https://www.politico.com/news/2021/02/23/mcconnell-merrick-garland-attorney-general-471177,"Republicans, after winning the White House, filled Scalia's former seat with Justice Neil Gorsuch in 2017. McConnell has described his decision to block Garland as the “most consequential thing I’ve ever done.”"
Biden administration sending masks to poor communities,https://www.politico.com/news/2021/02/24/biden-administration-sending-americans-masks-471335,"“It allows people who are not able to in some situations find or afford a mask, to get a mask, and is part of our equity strategy,” White House Covid-19 coordinator Jeff Zients said, estimating the cost of supplying the masks at about $86 million."
Romney: Trump will win 2024 GOP nomination if he runs,https://www.politico.com/news/2021/02/24/mitt-romney-trump-2024-gop-nomination-471316,"According to a flash POLITICO/Morning Consult poll conducted in the days after his second impeachment trial, 57 percent of Republican voters said they want Trump to play a major role in their party going forward, and 80 percent of Republican respondents said they viewed him favorably."
Federal judge deals Biden another blow on 100-day deportation ban,https://www.politico.com/news/2021/02/24/texas-judge-biden-deportation-ban-471315,"The preliminary injunction applies to the entire country, not just Texas. It will remain in place as the case moves forward or until there's a new order from a higher court."
Pentagon wades into political minefield in hunt for extremists,https://www.politico.com/news/2021/02/24/pentagon-hunt-extremists-471291,"However, he added: “I understand the concern about overreacting, but the threat is less of overreaction and more of under reaction.”"
What we know — and still don't — as Congress starts its Jan. 6 investigation,https://www.politico.com/news/2021/02/24/january-6-capitol-riot-investigation-471196,"But as law enforcement officials started to respond, Rosen’s time expired. Klobuchar ushered the hearing to the next scheduled senator, Mark Warner, leaving Rosen’s question unanswered."
Biden administration sending masks to poor communities,https://www.politico.com/news/2021/02/24/biden-administration-sending-americans-masks-471335,Why it matters: The initiative comes nearly a year after Trump administration health officials first internally explored whether to send masks to every American in hopes of slowing the virus’ spread — an idea that was rejected at the time.
"New York City said it would purge its DNA database. A year later, it’s expanded.",https://www.politico.com/news/2021/02/24/new-york-city-dna-database-471342,"“They’re doing it at a snail’s pace on the removal, and they’re adding people more quickly. It really neutralizes any sense of reform,” said Terri Rosenblatt, supervising attorney of the DNA Unit at Legal Aid."
"New York City said it would purge its DNA database. A year later, it’s expanded.",https://www.politico.com/news/2021/02/24/new-york-city-dna-database-471342,"The profiles that have been flagged for removal, but not yet fully deleted, are no longer compared to forensic material found at crime scenes, according to the medical examiner's office."
Judge rips Capitol rioter’s Trump defense,https://www.politico.com/news/2021/02/23/capitol-rioters-judge-proud-boys-trump-471199,"“He was not planning on looking at the sites, which are now totally off limits to citizens living in this city, surrounded by barbed wire,” the judge said. “He wasn’t coming to stroll around the reflecting pool and looking at the sites and the monuments.”"
‘It can only get better’: Linda Thomas-Greenfield headed to crisis-plagued U.N.,https://www.politico.com/news/2021/02/23/un-ambassador-linda-thomas-greenfield-471172,"If that wasn’t enough, Thomas-Greenfield will assume leadership of the U.N. Security Council on March 1 — the global organization’s top decision-making body — before the boxes of her 40th floor apartment overlooking the Hudson River are even unpacked."
What we know — and still don't — as Congress starts its Jan. 6 investigation,https://www.politico.com/news/2021/02/24/january-6-capitol-riot-investigation-471196,"In addition, all four witnesses agreed that the intelligence they were given ahead of time did not point to the types of violence and outright lawlessness that officers confronted on Jan. 6."
Top Senate Republican has 'serious concerns' over Pentagon policy pick,https://www.politico.com/news/2021/02/23/colin-kahl-senate-republican-pentagon-471268,"The post of undersecretary for policy is among the most influential in the Pentagon, shaping numerous strategic reviews and policy debate, and is typically among the first posts filled by a new administration."
Democrats' $1.9T Covid aid bill faces the Senate chopping block,https://www.politico.com/news/2021/02/24/democrats-covid-stimulus-budget-senate-471324,"Coming in below both of those proposals is a new GOP plan from Sens. Mitt Romney (R-Utah) and Tom Cotton (R-Ark.) that would raise the hourly wage to $10 by 2025, while barring undocumented immigrants from getting the boost."
What we know — and still don't — as Congress starts its Jan. 6 investigation,https://www.politico.com/news/2021/02/24/january-6-capitol-riot-investigation-471196,"Sen. Roy Blunt of Missouri, the top Republican on the Rules Committee, went as far as to posit that the Capitol Police’s entire structure is “almost totally unworkable in times of crisis,” and that the logistical hurdles “actually got in the way” of coordinating with federal entities outside of the Capitol."
'Bad politics for them': GOP sneers at Dem Covid bill,https://www.politico.com/news/2021/02/23/bad-politics-for-them-gop-sneers-at-dem-covid-bill-471245,"“What’s in it is not going to be popular,” said Sen. Lindsey Graham (R-S.C.). “It’s bad politics for them. Because the narrative is that they’re liberal, they just spend money like there’s no tomorrow, that every time there’s a crisis they load it up with spending.”"
Stephen Miller set to brief House conservatives,https://www.politico.com/news/2021/02/23/stephen-miller-house-conservatives-471301,"Though he lost the presidency, Trump’s approach to immigration has remained the dominant strand within the broader GOP. Several conservative groups have cited the Covid-19 pandemic as a reason to keep immigration front and center, accusing the Biden administration of allowing Central American migrants to arrive in the country even as they push or contemplate foreign and domestic travel restrictions to stop the spread of the virus."
Romney: Trump will win 2024 GOP nomination if he runs,https://www.politico.com/news/2021/02/24/mitt-romney-trump-2024-gop-nomination-471316,"Both House Minority Leader Kevin McCarthy and House Minority Whip Steve Scalise (R-La.) have made pilgrimages to Trump’s Mar-a-Lago resort in Florida, where the former president resides, and Trump is expected to speak Sunday at the annual Conservative Political Action Conference — delivering his first major address since leaving office."
Neera Tanden's Senate committee votes postponed,https://www.politico.com/news/2021/02/24/neera-tanden-committee-vote-postponed-471321,"During her confirmation hearing, Tanden said she felt ""badly"" about the tweets and vowed that her ""approach will be radically different.”"
'Bad politics for them': GOP sneers at Dem Covid bill,https://www.politico.com/news/2021/02/23/bad-politics-for-them-gop-sneers-at-dem-covid-bill-471245,And House Minority Whip Steve Scalise (R-La.) recently hosted a conference call with struggling and exhausted parents and has offered them an online forum to share their stories.
The Hard Truth About Memorializing the Pandemic,https://www.politico.com/news/magazine/2021/02/23/the-hard-truth-about-memorializing-the-pandemic-471197,"It’s not like we haven’t been through this before. Writing in the 1940s, critic and essayist H.L. Mencken noted that despite the “enormous mortality” of the influenza pandemic of 1918 and 1919, which killed 675,000 Americans and 50 million in the entire world, it “is seldom mentioned, and most Americans have apparently forgotten it. This is not surprising. The human mind always tries to expunge the intolerable from memory, just as it tries to conceal it while current.” Mencken was personally acquainted with at least 20 who perished in the pandemic, including the brother of his business partner. His biographer Marion Elizabeth Rodgers writes that at the height of the plague, Mencken could see funeral wagons trundling the dead to nearby cemeteries from his Baltimore home."
'Bad politics for them': GOP sneers at Dem Covid bill,https://www.politico.com/news/2021/02/23/bad-politics-for-them-gop-sneers-at-dem-covid-bill-471245,Now they are marketing the relief bill as a pork-laden offering to progressives who helped push Biden into office. And very few Republicans say they have any qualms about opposing it.
"Lawrence Ferlinghetti, poet and activist, dies at 101",https://www.politico.com/news/2021/02/23/lawrence-ferlinghetti-poet-activist-dies-471233,"In 2012, Ferlinghetti won the Janus Pannonius International Poetry Prize from the Hungarian PEN Club. When he learned the country’s right-wing government was a sponsor, he turned the award down."
Dems clash over Biden-era police bill after 'defund' attacks,https://www.politico.com/news/2021/02/24/democrats-defund-police-471201,"But many senior Democrats acknowledge it’s likely too late to amend the bill, which will be fast-tracked to the House floor next week under a rule that allows expedited consideration for bills passed in the last Congress."
Pentagon wades into political minefield in hunt for extremists,https://www.politico.com/news/2021/02/24/pentagon-hunt-extremists-471291,"The Pentagon has not yet disclosed all the training materials it is providing commanders, but that hasn't stopped lawmakers and right-wing commentators from accusing the Defense Department of initiating a witch hunt on behalf of the Biden administration to purge political opponents. While there is no evidence to support a politicization of this effort, there are concerns among the top brass and senior retired officers that it could backfire if the Pentagon doesn't clearly define exactly what ""extremism"" means."
Democrats' $1.9T Covid aid bill faces the Senate chopping block,https://www.politico.com/news/2021/02/24/democrats-covid-stimulus-budget-senate-471324,"In a courtroom-like setting with high-stakes legislative consequences, staffers for both parties will argue over whether critical pieces of Biden’s coronavirus relief plan run afoul of arcane budget rules. The referee in this dispute: the Senate parliamentarian, or the upper chamber’s official adviser on procedural matters, who could opine as soon as Wednesday or Thursday on what's in and what's out."
FDA confirms J&J vaccine is safe and effective,https://www.politico.com/news/2021/02/24/fda-johnson-johnson-single-dose-shot-covid-471327,"Volunteers reported mild reactions such as injection site pain, headaches and fatigue, but there also were a number of blood clots in the vaccine group including one in a 25-year-old man with no prior medical history who needed surgery."
Biden orders supply chain review for 4 industries,https://www.politico.com/news/2021/02/24/biden-executive-order-supply-chain-industries-471304,"Remedies unclear: If risks are identified in the supply chains for critical sectors, the administration will aim to push those companies to move their suppliers out of countries like China and back to the U.S. mainland or allied nations."
Democrats' $1.9T Covid aid bill faces the Senate chopping block,https://www.politico.com/news/2021/02/24/democrats-covid-stimulus-budget-senate-471324,"While waiting on the parliamentarian’s opinion, Democrats have been mulling a number of options to ensure that the minimum wage ultimately survives the rigmarole, such as capping the increase at less than $15 an hour and including a package of small business tax cuts to bolster its budget imprint."
Dems clash over Biden-era police bill after 'defund' attacks,https://www.politico.com/news/2021/02/24/democrats-defund-police-471201,"The dilemma over how House Democratic moderates can best exert their leverage – while trying to prevent a further depletion of their ranks in the next election – underscores a fundamental difference between the rabble-rousers in the two parties. While far-right firebrands haven't hesitated to publicly take on Republican leadership and take down legislation, Democrats have never been comfortable deploying their power in that way, even when they can."
Vilsack confirmed as Agriculture secretary,https://www.politico.com/news/2021/02/23/vilsack-confirmed-agriculture-secretary-471178,"What’s next: Vilsack, 70, has a long to-do list waiting for him. The former Iowa governor has said addressing climate change and racial equity will be among his top priorities, two issues the department has long struggled to tackle."
